Title,Sentence,clean_sentence
‘Where r u? I miss you’: how vivid new Epstein emails sealed Mandelson’s fate,"Eleven days later, he wrote to Epstein to tell him he would be in New York.",eleven day later wrote epstein tell would new york
‘Where r u? I miss you’: how vivid new Epstein emails sealed Mandelson’s fate,“Shall I stay at your’s Friday-Sunday this weekend?” he asked.,shall stay friday sunday weekend asked
‘Where r u? I miss you’: how vivid new Epstein emails sealed Mandelson’s fate,Better ‘facilities’ at yours.”  Their mutually advantageous friendship remained undiminished after the election defeat.,better facility mutually advantageous friendship remained undiminished election defeat
‘Where r u? I miss you’: how vivid new Epstein emails sealed Mandelson’s fate,"“Need a Lord on the board,” Mandelson asked of Epstein in one email of that period.",need lord board mandelson asked epstein one email period
‘Where r u? I miss you’: how vivid new Epstein emails sealed Mandelson’s fate,"In August 2011, Mandelson wrote to Epstein to say he had met a mutual friend at a lunch with Nat Rothschild, the son of Jacob and Serena Rothschild of the banking dynasty.",august 2011 mandelson wrote epstein say met mutual friend lunch nat rothschild son jacob serena rothschild banking dynasty
‘Where r u? I miss you’: how vivid new Epstein emails sealed Mandelson’s fate,"“Mentioned you at lunch and she raced my comment that you are one of my best friends and said you are the nicest and cleverest people she knows and how much you and taught her [sic],” he wrote.",mentioned lunch raced comment one best friend said nicest cleverest people know much taught sic wrote
‘Where r u? I miss you’: how vivid new Epstein emails sealed Mandelson’s fate,"Mandelson responded that he was at the China Boao forum in Hainan, where he was “trying to make an honest living”.",mandelson responded china boao forum hainan trying make honest living
‘We put a stink bomb in Stephen Fry’s shoe’: Vic and Bob on the inspired idiocy of Shooting Stars,"Bob Mortimer, writer, host  The first time I saw what was to become Shooting Stars was Vic Reeves – AKA Jim Moir – doing The Big Quiz during Vic Reeves Big Night Out live.",bob mortimer writer host first time saw become shooting star vic reef aka jim moir big quiz vic reef big night live
‘We put a stink bomb in Stephen Fry’s shoe’: Vic and Bob on the inspired idiocy of Shooting Stars,I remember thinking: “There must be something we could do with that.”  We got lucky.,remember thinking must something could got lucky
‘We put a stink bomb in Stephen Fry’s shoe’: Vic and Bob on the inspired idiocy of Shooting Stars,We were doing a Vic and Bob Christmas TV special and thought we might be able to get away with having that “Big Quiz”.,vic bob christmas special thought might able get away big quiz
‘We put a stink bomb in Stephen Fry’s shoe’: Vic and Bob on the inspired idiocy of Shooting Stars,It must have had something as the BBC approached us saying: “We think you could do this as a show.”  It was the most intense writing we ever did.,must something bbc approached saying think could show intense writing ever
‘We put a stink bomb in Stephen Fry’s shoe’: Vic and Bob on the inspired idiocy of Shooting Stars,"We’d sit for hours trying to think up true or false questions, but because we loved it we were happy to give it the time it needed.",sit hour trying think true false question loved happy give time needed
‘We put a stink bomb in Stephen Fry’s shoe’: Vic and Bob on the inspired idiocy of Shooting Stars,"Jim put George Dawes, played by Matt Lucas, in the romper suit, but after that, anything you see him wearing was Matt’s choice.",jim put george dawes played matt lucas romper suit anything see wearing matt choice
‘We put a stink bomb in Stephen Fry’s shoe’: Vic and Bob on the inspired idiocy of Shooting Stars,"He would come to me before filming and say: “At some point, can you ask me if I like going to the cinema?” I never let him tell me what this was setting up.",would come filming say point ask like going cinema never let tell setting
‘We put a stink bomb in Stephen Fry’s shoe’: Vic and Bob on the inspired idiocy of Shooting Stars,"Ulrika Jonsson, the other team captain, actually gave a toss about the show, which was unexpected.",ulrika jonsson team captain actually gave toss show unexpected
‘We put a stink bomb in Stephen Fry’s shoe’: Vic and Bob on the inspired idiocy of Shooting Stars,A good chunk of them would say: “My children love it.,good chunk would say child love
‘We put a stink bomb in Stephen Fry’s shoe’: Vic and Bob on the inspired idiocy of Shooting Stars,I had to go on.” Others were on publicity rounds and I suppose their agents chose the wrong show.,others publicity round suppose agent chose wrong show
‘We put a stink bomb in Stephen Fry’s shoe’: Vic and Bob on the inspired idiocy of Shooting Stars,"Larry Hagman, who played JR in Dallas, seemed unsure of what was going on but went along with it.",larry hagman played dallas seemed unsure going went along
‘We put a stink bomb in Stephen Fry’s shoe’: Vic and Bob on the inspired idiocy of Shooting Stars,We pretended to put people in a cage with a monkey and they were terrified.,pretended put people cage monkey terrified
‘We put a stink bomb in Stephen Fry’s shoe’: Vic and Bob on the inspired idiocy of Shooting Stars,We once wanted to bring a horse into the studio but were told we couldn’t in case it bolted.,wanted bring horse studio told case bolted
‘We put a stink bomb in Stephen Fry’s shoe’: Vic and Bob on the inspired idiocy of Shooting Stars,It altered the parameters for the fun that should be had and the imagination that could be used on panel shows.,altered parameter fun imagination could used panel show
‘We put a stink bomb in Stephen Fry’s shoe’: Vic and Bob on the inspired idiocy of Shooting Stars,It was one of the few places where you got a little glimpse into what a celebrity was really like.,one place got little glimpse celebrity really like
‘We put a stink bomb in Stephen Fry’s shoe’: Vic and Bob on the inspired idiocy of Shooting Stars,"Jim Moir AKA Vic Reeves, writer, host  We intended Shooting Stars as a one-off but it worked well so we carried on.",jim moir aka vic reef writer host intended shooting star one worked well carried
‘We put a stink bomb in Stephen Fry’s shoe’: Vic and Bob on the inspired idiocy of Shooting Stars,"When we filmed Big Night Out, we wouldn’t show scripts to the crew, which they hated because they didn’t know where to put the cameras.",filmed big night show script crew hated know put camera
‘We put a stink bomb in Stephen Fry’s shoe’: Vic and Bob on the inspired idiocy of Shooting Stars,We’d say: “Something’s going to happen here but we’re not telling you what.”  No one knew about stuff until we did it.,say something going happen telling one knew stuff
‘We put a stink bomb in Stephen Fry’s shoe’: Vic and Bob on the inspired idiocy of Shooting Stars,I put a stink bomb in Stephen Fry’s shoe that absolutely stunk out the studio.,put stink bomb stephen fry shoe absolutely stunk studio
‘We put a stink bomb in Stephen Fry’s shoe’: Vic and Bob on the inspired idiocy of Shooting Stars,I had a stuffed buzzard with a crucifix around its neck and Christians complained saying: “Birds can’t be Christians.” It’s the most complaints we ever got.,stuffed buzzard crucifix around neck christian complained saying bird christian complaint ever got
‘We put a stink bomb in Stephen Fry’s shoe’: Vic and Bob on the inspired idiocy of Shooting Stars,"I came up with the name George Dawes so we could say his mum was Marjorie Dawes, the dreadful dietician in Little Britain.",came name george dawes could say mum marjorie dawes dreadful dietician little britain
‘We put a stink bomb in Stephen Fry’s shoe’: Vic and Bob on the inspired idiocy of Shooting Stars,Bob had seen Ulrika presenting the weather and having a laugh.,bob seen ulrika presenting weather laugh
‘We put a stink bomb in Stephen Fry’s shoe’: Vic and Bob on the inspired idiocy of Shooting Stars,I said: “Could you start filming next week?” He said: “Yeah.” It was as easy as that.,said could start filming next week said yeah easy
‘We put a stink bomb in Stephen Fry’s shoe’: Vic and Bob on the inspired idiocy of Shooting Stars,Calling him a 1950s throwback was a throwaway comment that stuck.,calling 1950s throwback throwaway comment stuck
‘We put a stink bomb in Stephen Fry’s shoe’: Vic and Bob on the inspired idiocy of Shooting Stars,A few guests had too many in the green room because they knew they might be in for some kind of ordeal.,guest many green room knew might kind ordeal
‘We put a stink bomb in Stephen Fry’s shoe’: Vic and Bob on the inspired idiocy of Shooting Stars,"Bee Gee Robin Gibb would only appear if we promoted his new single, so we paused everything during the show, listened to it, then went: “Right, let’s carry on.” Rubbing my knees came from a kids’ Christmas record where you could hear some old fella rubbing his legs as he sang.",bee gee robin gibb would appear promoted new single paused everything show listened went right let carry rubbing knee came kid christmas record could hear old fella rubbing leg sang
‘We put a stink bomb in Stephen Fry’s shoe’: Vic and Bob on the inspired idiocy of Shooting Stars,Same with raising handbags and going “Ooooh!” People still do that but I don’t think they know where it comes from.,raising handbag going ooooh people still think know come
‘We put a stink bomb in Stephen Fry’s shoe’: Vic and Bob on the inspired idiocy of Shooting Stars,"We needed some sound or word to end rounds so I just said “Eranu” and “Uvavu” and Bob said, “That’ll do.” I saw Paul Shane on Pebble Mill at One doing You’ve Lost That Loving Feeling.",needed sound word end round said eranu uvavu bob said saw paul shane pebble mill one lost loving feeling
‘We put a stink bomb in Stephen Fry’s shoe’: Vic and Bob on the inspired idiocy of Shooting Stars,"He was proper like those old club singers, so I started doing songs in that style.",proper like old club singer started song style
‘We put a stink bomb in Stephen Fry’s shoe’: Vic and Bob on the inspired idiocy of Shooting Stars,"Mark would always guess them right, no matter how disjointed they were.",mark would always guess right matter disjointed
‘We put a stink bomb in Stephen Fry’s shoe’: Vic and Bob on the inspired idiocy of Shooting Stars,The art department would say: “I can make that look better.” But I’d say: “No.” Same with makeup.,art department would say make look better say makeup
‘We put a stink bomb in Stephen Fry’s shoe’: Vic and Bob on the inspired idiocy of Shooting Stars,They’d said: “You’re making us look really bad.”  The show was an antidote to comedy.,said making look really bad show antidote comedy
‘We put a stink bomb in Stephen Fry’s shoe’: Vic and Bob on the inspired idiocy of Shooting Stars,It was a format people could get their head around – and then we went sideways with it.,format people could get head around went sideways
"No more get-out clauses, no way back. It’s surely the end for Peter Mandelson, finally",But the announcement late on Sunday night that Mandelson was resigning from the Labour party somehow felt more final.,announcement late sunday night mandelson resigning labour party somehow felt final
"No more get-out clauses, no way back. It’s surely the end for Peter Mandelson, finally","Somewhat late in the day, the establishment had closed every door.",somewhat late day establishment closed every door
"No more get-out clauses, no way back. It’s surely the end for Peter Mandelson, finally",Mandelson hadn’t exactly made much effort to hide his tracks.,mandelson exactly made much effort hide track
"No more get-out clauses, no way back. It’s surely the end for Peter Mandelson, finally","With the release of further Jeffrey Epstein files revealing even closer and possibly incriminating ties between Mandelson and the disgraced financier, all of his lordship’s – we can still call him that for now – former friends have melted away.",release jeffrey epstein file revealing even closer possibly incriminating tie mandelson disgraced financier lordship still call former friend melted away
"No more get-out clauses, no way back. It’s surely the end for Peter Mandelson, finally","Over the years, Tony Blair has spoken up for any number of corrupt dictators.",year tony blair spoken number corrupt dictator
"No more get-out clauses, no way back. It’s surely the end for Peter Mandelson, finally","Nothing from George Osborne, who found himself on the same yacht as Peter in Corfu.",nothing george osborne found yacht peter corfu
"No more get-out clauses, no way back. It’s surely the end for Peter Mandelson, finally",They seemed to be having a nice enough holiday bromance at the time.,seemed nice enough holiday bromance time
"No more get-out clauses, no way back. It’s surely the end for Peter Mandelson, finally",Keir Starmer is now wishing he had never heard of Mandy.,keir starmer wishing never heard mandy
"No more get-out clauses, no way back. It’s surely the end for Peter Mandelson, finally",Struggling to come to terms with it being less than a year since he had thought it was an inspired move to send Britain’s most accomplished sycophant to blow smoke up Donald Trump’s bum.,struggling come term less year since thought inspired move send britain accomplished sycophant blow smoke donald trump bum
"No more get-out clauses, no way back. It’s surely the end for Peter Mandelson, finally","The president would love a man who was impressed with all the gold, the bullshit and the tackiness.",president would love man impressed gold bullshit tackiness
"No more get-out clauses, no way back. It’s surely the end for Peter Mandelson, finally","Hell, Mandy is the one man on the planet who would have genuinely adored the Melania film.",hell mandy one man planet would genuinely adored melania film
"No more get-out clauses, no way back. It’s surely the end for Peter Mandelson, finally",Now Starmer finds his judgment in the spotlight as he seeks to obliterate all ties.,starmer find judgment spotlight seek obliterate tie
"No more get-out clauses, no way back. It’s surely the end for Peter Mandelson, finally",He is looking for ways for Mandelson to be permanently removed from the House of Lords and not allowed to use his title.,looking way mandelson permanently removed house lord allowed use title
"No more get-out clauses, no way back. It’s surely the end for Peter Mandelson, finally",Kemi Badenoch also demanded an investigation into Mandelson.,kemi badenoch also demanded investigation mandelson
"No more get-out clauses, no way back. It’s surely the end for Peter Mandelson, finally","For decades now, many of us have been wondering just what the oligarchs and the Epstein elite got out of their relationship with Mandy.",decade many wondering oligarch epstein elite got relationship mandy
"No more get-out clauses, no way back. It’s surely the end for Peter Mandelson, finally","Because the Epstein files appear to show three payments of $25,000 to Mandelson back in 2003-04.",epstein file appear show three payment 000 mandelson back 2003
"No more get-out clauses, no way back. It’s surely the end for Peter Mandelson, finally","We don’t know what the money was for and Peter, the man who knows the price of everything and the value of nothing, claims to have no memory of that.",know money peter man know price everything value nothing claim memory
"No more get-out clauses, no way back. It’s surely the end for Peter Mandelson, finally",Maybe people paying Peter $75k for the pleasure of being Peter is totally normal.,maybe people paying peter 75k pleasure peter totally normal
"No more get-out clauses, no way back. It’s surely the end for Peter Mandelson, finally",I’m sure it’s all been properly declared to HMRC so maybe they have a view.,sure properly declared hmrc maybe view
"No more get-out clauses, no way back. It’s surely the end for Peter Mandelson, finally",Mandelson thought the super-wealthy were his cash machine.,mandelson thought super wealthy cash machine
"No more get-out clauses, no way back. It’s surely the end for Peter Mandelson, finally","Take his husband, Reinaldo, emailing Epstein in 2009 for money for an osteopathy course.",take husband reinaldo emailing epstein 2009 money osteopathy course
"No more get-out clauses, no way back. It’s surely the end for Peter Mandelson, finally","And when he had received $10,000, he checked in hopeful that the course fees of £3,250 had been paid separately.",received 000 checked hopeful course fee 250 paid separately
"No more get-out clauses, no way back. It’s surely the end for Peter Mandelson, finally","In 2009, Mandelson was serving in Brown’s cabinet as business secretary.",2009 mandelson serving brown cabinet business secretary
"No more get-out clauses, no way back. It’s surely the end for Peter Mandelson, finally",Pressing “forward” on sensitive cabinet documents to Epstein.,pressing forward sensitive cabinet document epstein
"No more get-out clauses, no way back. It’s surely the end for Peter Mandelson, finally",He even gave the convicted child sex offender advance warning of the €500bn bailout to save the euro.,even gave convicted child sex offender advance warning 500bn bailout save euro
"No more get-out clauses, no way back. It’s surely the end for Peter Mandelson, finally",Epstein also wanted help with proposed UK taxes on banker bonuses.,epstein also wanted help proposed tax banker bonus
"No more get-out clauses, no way back. It’s surely the end for Peter Mandelson, finally","Mandelson volunteered advice and suggested the director of JP Morgan should be “mildly threatening” towards the then chancellor, Alistair Darling.",mandelson volunteered advice suggested director morgan mildly threatening towards chancellor alistair darling
"No more get-out clauses, no way back. It’s surely the end for Peter Mandelson, finally","His greed, his envy, didn’t even make him have to think twice.",greed envy even make think twice
"No more get-out clauses, no way back. It’s surely the end for Peter Mandelson, finally","If it was a choice between betraying his colleagues and his country or keeping in with the people who paid for his luxuries, it was a no-brainer.",choice betraying colleague country keeping people paid luxury brainer
"No more get-out clauses, no way back. It’s surely the end for Peter Mandelson, finally",He has just always believed his charm would be enough to get him through any complications.,always believed charm would enough get complication
"No more get-out clauses, no way back. It’s surely the end for Peter Mandelson, finally",He even gave the impression he cared more about himself than Epstein’s victims.,even gave impression cared epstein victim
"No more get-out clauses, no way back. It’s surely the end for Peter Mandelson, finally",One day Mandelson may even come to recognise himself for what he is.,one day mandelson may even come recognise
"How much did the Epstein poison infect Britain? Starmer had better find out, and fast","Peter Mandelson did not want, he wrote disdainfully to the convicted sex offender Jeffrey Epstein, to “live by salary alone”.",peter mandelson want wrote disdainfully convicted sex offender jeffrey epstein live salary alone
"How much did the Epstein poison infect Britain? Starmer had better find out, and fast","Not for him the life of the little guy, slave to a mere six-figure salary: he had always aspired to something grander, a lifestyle well beyond his means, to which rich men such as Epstein were so often his passport.",life little guy slave mere six figure salary always aspired something grander lifestyle well beyond mean rich men epstein often passport
"How much did the Epstein poison infect Britain? Starmer had better find out, and fast","First it was his millionaire colleague, Geoffrey Robinson, from whom Mandelson secretly borrowed money to buy a house he couldn’t afford.",first millionaire colleague geoffrey robinson mandelson secretly borrowed money buy house afford
"How much did the Epstein poison infect Britain? Starmer had better find out, and fast","In 2003 and 2004 it was Epstein, at least according to files released in the US this week, suggesting the financier paid £55,000 into Mandelson’s bank account, though he now says he can’t find records of it.",2003 2004 epstein least according file released week suggesting financier paid 000 mandelson bank account though say find record
"How much did the Epstein poison infect Britain? Starmer had better find out, and fast","Five years later, in 2010, the files record Mandelson confiding in Epstein of his hopes for a gig with merchant bankers JP Morgan, where he could leverage his “networks” to make the really big deals.",five year later 2010 file record mandelson confiding epstein hope gig merchant banker morgan could leverage network make really big deal
"How much did the Epstein poison infect Britain? Starmer had better find out, and fast","How lucky, then, that he had allegedly been so helpful to Wall Street just a few months earlier at the height of the banking crisis: passing on inside snippets of government thinking during the crash, according once again to those telltale files, and suggesting via Epstein (at the time recently released from jail) that JP Morgan should “mildly threaten” the British chancellor, Alistair Darling, to get around a proposed ban on bankers’ bonuses.",lucky allegedly helpful wall street month earlier height banking crisis passing inside snippet government thinking crash according telltale file suggesting via epstein time recently released jail morgan mildly threaten british chancellor alistair darling get around proposed ban banker bonus
"How much did the Epstein poison infect Britain? Starmer had better find out, and fast","Meanwhile, the files record Mandelson’s partner, Reinaldo Avila da Silva, asking Epstein for £10,000 for an osteopathy course and a laptop, which the latter promises to wire over immediately.",meanwhile file record mandelson partner reinaldo avila silva asking epstein 000 osteopathy course laptop latter promise wire immediately
"How much did the Epstein poison infect Britain? Starmer had better find out, and fast","No such gift was ever declared, and Mandelson insists he has no record of it.",gift ever declared mandelson insists record
"How much did the Epstein poison infect Britain? Starmer had better find out, and fast","But what’s striking about the email is its casualness, almost as though da Silva were one of the dreaded wage slaves, filing his expenses.",striking email casualness almost though silva one dreaded wage slave filing expense
"How much did the Epstein poison infect Britain? Starmer had better find out, and fast","And so the man with a rightful claim to have co-created the modern Labour party has quit it, seemingly before it could quit him.",man rightful claim created modern labour party quit seemingly could quit
"How much did the Epstein poison infect Britain? Starmer had better find out, and fast","Like the former Prince Andrew, he is now effectively banished from court, facing the loss of his title.",like former prince andrew effectively banished court facing loss title
"How much did the Epstein poison infect Britain? Starmer had better find out, and fast","There is surely no coming back for either man from an affair that encapsulates everyone’s worst suspicions about the relationship between wealth, power and the suffering in this case of young girls trampled in the process.",surely coming back either man affair encapsulates everyone worst suspicion relationship wealth power suffering case young girl trampled process
"How much did the Epstein poison infect Britain? Starmer had better find out, and fast","There will be no restoring the public’s shattered trust without a full and formal investigation into both men’s conduct, free to go wherever it leads, no matter how embarrassing for the British establishment.",restoring public shattered trust without full formal investigation men conduct free wherever lead matter embarrassing british establishment
"How much did the Epstein poison infect Britain? Starmer had better find out, and fast",Gordon Brown has now called for such an inquiry into Mandelson’s conduct.,gordon brown called inquiry mandelson conduct
"How much did the Epstein poison infect Britain? Starmer had better find out, and fast","As a gay man, Mandelson has argued he was never likely to witness the side of Epstein’s life described by Virginia Giuffre, who detailed her experience as a young girl of being groomed, abused and passed around Epstein’s powerful friends “like a platter of fruit”.",gay man mandelson argued never likely witness side epstein life described virginia giuffre detailed experience young girl groomed abused passed around epstein powerful friend like platter fruit
"How much did the Epstein poison infect Britain? Starmer had better find out, and fast","But the money is a different story, leaving a trail that should be easy enough for the relevant authorities to follow.",money different story leaving trail easy enough relevant authority follow
"How much did the Epstein poison infect Britain? Starmer had better find out, and fast","(Though he loftily suggests that the alleged cash gifts require “investigating by me”, the last person who should be investigating Peter Mandelson is Peter Mandelson.)",though loftily suggests alleged cash gift require investigating last person investigating peter mandelson peter mandelson
"How much did the Epstein poison infect Britain? Starmer had better find out, and fast","Given the seriousness of the allegations now surrounding Andrew Mountbatten-Windsor – including those of a woman who came forward this week to claim that, when she was in her 20s, Epstein sent her to Britain to sleep with him, a story clearly echoing Giuffre’s – meanwhile, it is astounding that the only professional interrogation he has faced came courtesy of Newsnight’s Emily Maitlis.",given seriousness allegation surrounding andrew mountbatten windsor including woman came forward week claim 20 epstein sent britain sleep story clearly echoing giuffre meanwhile astounding professional interrogation faced came courtesy newsnight emily maitlis
"How much did the Epstein poison infect Britain? Starmer had better find out, and fast",How hard would it be for British detectives to establish where a man famously guarded round the clock by police protection officers was on the night he is accused of meeting Giuffre?,hard would british detective establish man famously guarded round clock police protection officer night accused meeting giuffre
"How much did the Epstein poison infect Britain? Starmer had better find out, and fast",Everyone in British public life should be acutely aware of the dangerous emotions stirred by talk of sex trafficking among the rich and powerful.,everyone british public life acutely aware dangerous emotion stirred talk sex trafficking among rich powerful
"How much did the Epstein poison infect Britain? Starmer had better find out, and fast","It’s catnip to conspiracy theorists, who see their wild-eyed imaginings about so-called global elites vindicated, and the combination of this scandal with the white heat of an angry byelection in Gorton and Denton, where Reform UK may well try again to weaponise anger about grooming gangs, is potentially explosive.",catnip conspiracy theorist see wild eyed imaginings called global elite vindicated combination scandal white heat angry byelection gorton denton reform may well try weaponise anger grooming gang potentially explosive
"How much did the Epstein poison infect Britain? Starmer had better find out, and fast","Under those conditions, nobody should seek to exploit the pain of Epstein’s young victims for their own political ends, including Labour politicians.",condition nobody seek exploit pain epstein young victim political end including labour politician
"How much did the Epstein poison infect Britain? Starmer had better find out, and fast","But there are legitimate questions to be asked not just about Mandelson’s behaviour inside the last Labour government, but about what exactly Keir Starmer and his chief of staff, Morgan McSweeney, knew when he was appointed US ambassador just last year.",legitimate question asked mandelson behaviour inside last labour government exactly keir starmer chief staff morgan mcsweeney knew appointed ambassador last year
"How much did the Epstein poison infect Britain? Starmer had better find out, and fast",His friendship with Epstein was common enough knowledge to come up in vetting.,friendship epstein common enough knowledge come vetting
"How much did the Epstein poison infect Britain? Starmer had better find out, and fast","Do they still think that now, reading emails that heap shame on the Labour party, and can only stoke the anger building against Starmer on his own backbenches?",still think reading email heap shame labour party stoke anger building starmer backbench
"How much did the Epstein poison infect Britain? Starmer had better find out, and fast","With little sign of prosecution pending for the men for whom these girls were procured, meanwhile, all this week’s data dump does is fuel people’s worst suspicions about how the super-rich behave in private, without the release of feeling that justice has been done.",little sign prosecution pending men girl procured meanwhile week data dump fuel people worst suspicion super rich behave private without release feeling justice done
"How much did the Epstein poison infect Britain? Starmer had better find out, and fast","Scrolling through these fawning exchanges between Epstein and his famous friends, so many seemingly anxious either for invites to his island or for his money, makes me feel almost grubby by association.",scrolling fawning exchange epstein famous friend many seemingly anxious either invite island money make feel almost grubby association
"How much did the Epstein poison infect Britain? Starmer had better find out, and fast",I can’t imagine how it would feel reading them as a victim of sexual abuse.,imagine would feel reading victim sexual abuse
"How much did the Epstein poison infect Britain? Starmer had better find out, and fast","How does a mother of daughters not much older than Epstein’s victims, as Sarah Ferguson was, find herself sending gushing emails to the man who regularly settled her debts even after his conviction, ending with the words “just marry me”?",mother daughter much older epstein victim sarah ferguson find sending gushing email man regularly settled debt even conviction ending word marry
"How much did the Epstein poison infect Britain? Starmer had better find out, and fast",Why is Richard Branson making jokes about bringing “your harem” to a man convicted of sex offences?,richard branson making joke bringing harem man convicted sex offence
"How much did the Epstein poison infect Britain? Starmer had better find out, and fast","Why did so many people seemingly struggle to believe he did what a court said he had, or live up to their public promises about ending the friendship?",many people seemingly struggle believe court said live public promise ending friendship
"How much did the Epstein poison infect Britain? Starmer had better find out, and fast","Alongside an inquiry that gets to the bottom of Epstein’s role in British public life, the prime minister now needs to demonstrate something more like moral leadership: to offer some sense of catharsis, not just for Epstein’s victims but for all those who have suffered at the hands of men like him.",alongside inquiry get bottom epstein role british public life prime minister need demonstrate something like moral leadership offer sense catharsis epstein victim suffered hand men like
"How much did the Epstein poison infect Britain? Starmer had better find out, and fast","If the political system can’t now articulate and share in the anger the public feels, then it risks leaving the truly corrosive impression that this is just how everyone in power behaves behind closed doors; that the curious inability to see Jeffrey Epstein for what he was is more feature than bug of a system looking after its own.",political system articulate share anger public feel risk leaving truly corrosive impression everyone power behaves behind closed door curious inability see jeffrey epstein feature bug system looking
"How much did the Epstein poison infect Britain? Starmer had better find out, and fast",But we are long past the point of expecting people to take that on trust.,long past point expecting people take trust
"How much did the Epstein poison infect Britain? Starmer had better find out, and fast",Gaby Hinsliff is a Guardian columnist  Guardian Newsroom: Can Labour come back from the brink?,gaby hinsliff guardian columnist guardian newsroom labour come back brink
"How much did the Epstein poison infect Britain? Starmer had better find out, and fast","On Monday 30 April, ahead of May elections join Gaby Hinsliff, Zoe Williams, Polly Toynbee and Rafael Behr as they discuss how much of a threat is Labour from both the Green party and Reform and whether Keir Starmer can survive as leader of the Labour party?",monday april ahead may election join gaby hinsliff zoe williams polly toynbee rafael behr discus much threat labour green party reform whether keir starmer survive leader labour party
"How much did the Epstein poison infect Britain? Starmer had better find out, and fast",Book tickets here or at guardian.live  Do you have an opinion on the issues raised in this article?,book ticket guardian live opinion issue raised article
"How much did the Epstein poison infect Britain? Starmer had better find out, and fast","If you would like to submit a response of up to 300 words by email to be considered for publication in our letters section, please click here.",would like submit response 300 word email considered publication letter section please click
The Epstein files expose just how cheap corruption is in the UK,"The release of documents related to the sex trafficker Jeffrey Epstein has proceeded like a bankruptcy – first very slow, and then very fast; 3m items were dropped by the US Justice Department last Friday.",release document related sex trafficker jeffrey epstein proceeded like bankruptcy first slow fast item dropped justice department last friday
The Epstein files expose just how cheap corruption is in the UK,"It’s interesting how many figures in public life have maintained they barely knew Epstein at all, since his arrest and death by suicide in 2019.",interesting many figure public life maintained barely knew epstein since arrest death suicide 2019
The Epstein files expose just how cheap corruption is in the UK,"It’s just about plausible from a business associate, I guess; you can imagine those relationships being pretty thin, emotionally speaking, revolving as they were around money.",plausible business associate guess imagine relationship pretty thin emotionally speaking revolving around money
The Epstein files expose just how cheap corruption is in the UK,"But can you imagine having lunch, multiple times, with someone you barely know?",imagine lunch multiple time someone barely know
The Epstein files expose just how cheap corruption is in the UK,"Would you extend an open invitation to your house, in a chatty email referring to an apparently metaphorical harem, to someone you’d only met in a group setting “such as a charity tennis event”, which is what Richard Branson maintains?",would extend open invitation house chatty email referring apparently metaphorical harem someone met group setting charity tennis event richard branson maintains
The Epstein files expose just how cheap corruption is in the UK,"I don’t know how happy I’d be, sitting in my dressing gown with someone who I barely knew, as Peter Mandelson did; I guess, if I’d recently travelled on their private plane, that might have been an opportunity to deepen the acquaintanceship.",know happy sitting dressing gown someone barely knew peter mandelson guess recently travelled private plane might opportunity deepen acquaintanceship
The Epstein files expose just how cheap corruption is in the UK,"The strategy for the names contained within these files must be to keep their heads down and hope that someone more famous, or with a more significant role in government, or whose behaviour was more egregious, takes all the heat.",strategy name contained within file must keep head hope someone famous significant role government whose behaviour egregious take heat
The Epstein files expose just how cheap corruption is in the UK,"In the UK, that’s currently working for everyone, except for the Andrew formerly known as Prince; his ex-wife, Sarah Ferguson; and Mandelson, who announced at the weekend that he’d resigned his membership of the Labour party.",currently working everyone except andrew formerly known prince wife sarah ferguson mandelson announced weekend resigned membership labour party
The Epstein files expose just how cheap corruption is in the UK,"He did not want to “cause further embarrassment”, he said, which gives rise to the question: how would it be possible for this to be any more embarrassing?",want cause embarrassment said give rise question would possible embarrassing
The Epstein files expose just how cheap corruption is in the UK,"He can’t put his finger on the date, time or circumstance of his standing in a T-shirt and his Y-fronts, consulting what looks like an iPad (not trying to get all forensic, just saying it’s unlikely to be the 90s), alongside a woman whose face has been redacted.",put finger date time circumstance standing shirt front consulting look like ipad trying get forensic saying unlikely 90 alongside woman whose face redacted
The Epstein files expose just how cheap corruption is in the UK,"He has no “record or recollection” of payments totalling £55,000 from Epstein in the early 00s, and nothing to add to his 2009 email reminding the unaccountably wealthy man that a £10,000 payment to Mandelson’s now husband, Reinaldo Avila da Silva, should be framed as a loan to avoid declaration as a gift.",record recollection payment totalling 000 epstein early 00s nothing add 2009 email reminding unaccountably wealthy man 000 payment mandelson husband reinaldo avila silva framed loan avoid declaration gift
The Epstein files expose just how cheap corruption is in the UK,"“Like everyone else, I learned the actual truth about him after his death,” Mandelson told the BBC recently.",like everyone else learned actual truth death mandelson told bbc recently
The Epstein files expose just how cheap corruption is in the UK,"In fact, that is unlike everyone else, who knew that in 2008 Epstein had pleaded guilty to soliciting prostitution.",fact unlike everyone else knew 2008 epstein pleaded guilty soliciting prostitution
The Epstein files expose just how cheap corruption is in the UK,"It is my duty to remind you that being pictured or mentioned in the Epstein files is not an indicator of any wrongdoing – but also, stepping outside that duty, we’re allowed to say that this stuff stinks.",duty remind pictured mentioned epstein file indicator wrongdoing also stepping outside duty allowed say stuff stink
The Epstein files expose just how cheap corruption is in the UK,"A nurse in the NHS isn’t allowed to take a gift worth more than a box of chocolates from a patient, lest public services be vulnerable to corruption.",nurse nh allowed take gift worth box chocolate patient lest public service vulnerable corruption
